train_loss,train_det_loss,train_cls_loss,val_loss,val_det_loss,val_cls_loss,val_accuracy,val_f1,learning_rate
0.4387013479104253,0.4387013479104253,0.0,5.363846935923138,0.19799007690467296,3.443904538476278,0.1997011952191235,,0.001
0.22903909024839497,0.22903909024839497,0.0,5.894972400059776,0.12805856568646715,3.844609233595076,0.23854581673306774,,0.001
0.20181915774738707,0.20181915774738707,0.0,5.695981025695801,0.0997906507798198,3.730793564565598,0.25249003984063745,,0.001
0.1765103651033271,0.1765103651033271,0.0,6.012907099156153,0.10387194142637622,3.939356783552775,0.22758964143426294,,0.001
0.16846970312272003,0.16846970312272003,0.0,5.680878510787373,0.0721908809963867,3.7391251155308316,0.2360557768924303,,0.001
0.1464357694775677,0.1464357694775677,0.0,5.872384367954163,0.05690812094356158,3.876984157732555,0.2599601593625498,,0.001
0.14560136856308498,0.14560136856308498,0.0,5.4931868350221995,0.0580870899241737,3.6233998740476276,0.2549800796812749,,0.001
0.1287157822045542,0.1287157822045542,0.0,5.485861546463436,0.045448469977167234,3.6269420304941753,0.26743027888446214,,0.0005
0.11622958927301272,0.11622958927301272,0.0,5.752390279183312,0.05160515248517745,3.800523376654065,0.2584661354581673,,0.0005
0.11991262863561207,0.11991262863561207,0.0,5.712002757522795,0.04515247638322589,3.777900190107406,0.2644422310756972,,0.0005
2.6009301871669535,0.1228574866390958,1.6520484694007302,1.3472442147248085,0.044468431987860685,0.868517189530567,0.5114541832669323,,0.0005
1.8000026081695037,0.10932720242207553,1.1271169374183732,1.2801503144086352,0.048010218351331034,0.8214267263898537,0.5249003984063745,,0.0005
1.6965452866489386,0.11217753225810775,1.0562451694692885,1.1738568325776473,0.04583623867359973,0.7520137229825311,0.5567729083665338,,0.0005
1.6063751002558235,0.10775175155298848,0.9990822378875447,1.1170731386214139,0.04715954949796512,0.7132757252483215,0.5727091633466136,,0.0005
1.5603226938215242,0.11109827273227528,0.9661496095105905,1.0660210023375436,0.04555897071574532,0.680308020770243,0.5737051792828686,,0.0005
1.518923352770254,0.10376703428408625,0.9434375444642541,1.1013092269052913,0.07376328222966232,0.6850306352522845,0.5742031872509961,,0.0005
1.4796370965282932,0.09866383735115836,0.920648835954212,1.0778351799295736,0.07102426052941223,0.6712072820452112,0.5756972111553785,,0.0005
1.438590884614153,0.10514416030234322,0.8889644812969935,0.9969903918182743,0.042321960896342284,0.6364456186337131,0.5991035856573705,,0.0005
1.4032083991028013,0.09700100942115698,0.870804926367844,0.9808785024788305,0.043835055442792106,0.6246956307986116,0.6080677290836654,,0.0005
1.3774288704200668,0.10030499603409244,0.8514159127157561,0.9625023451582011,0.040360077836596016,0.6147615131127485,0.6010956175298805,,0.0005
1.3537598716563919,0.09689084006486093,0.8379126898690957,0.9349982080988527,0.040399439870140795,0.5963991805264313,0.6085657370517928,,0.0005
1.3302604975749035,0.09709839775942924,0.8221080653926953,0.9424736876898105,0.041356157445082295,0.6007450213489521,0.6085657370517928,,0.0005
1.318433122164538,0.0977277478035286,0.8138035801397699,0.9165036987202863,0.04122514579197216,0.5835190344498389,0.6090637450199203,,0.0005
1.3007720135101655,0.09437280299686858,0.80426613996629,0.9473005382857832,0.04651683301674451,0.6005224709718725,0.5951195219123506,,0.0005
1.3065200573733065,0.09360625874726292,0.8086091980439465,0.9024207556679372,0.041808034130617275,0.5737418110948056,0.625,,0.0005
1.265259468839282,0.09743419002906299,0.778550185516578,0.9181735622068306,0.04411231833460494,0.5827074963229871,0.6055776892430279,,0.0005
1.266205111936647,0.09127740401673276,0.7832851377474207,0.9042248733282562,0.04062959997443772,0.5757301858227167,0.6195219123505976,,0.0005
1.253528317423905,0.09532468103673816,0.7721357567577946,0.8893235690211729,0.035749019104730995,0.5690497029129238,0.6254980079681275,,0.0005
1.2502314494986113,0.09292112105545036,0.7715402160372052,0.908567276092187,0.040249707444817186,0.5788783749772443,0.625,,0.0005
1.2220422694472228,0.08447592141309461,0.7583775652103684,0.9053334735928931,0.039609262843782404,0.5771494734060344,0.6150398406374502,,0.0005
1.2221261333851587,0.08470067850291907,0.7582836372106254,0.889635137415358,0.03938932188981516,0.5668305391002268,0.6135458167330677,,0.0005
1.212333122686464,0.08687899085268581,0.7503027546973455,0.8808952022255176,0.03856030211256523,0.5615565945941304,0.6180278884462151,,0.0005
1.2069170742618793,0.08933832394719428,0.745052498720941,0.8733703722615563,0.03439597347115011,0.5593162626619377,0.6289840637450199,,0.0005
1.1917714302231666,0.08148540952163717,0.7401906809433788,0.8778681940591287,0.034275895823203964,0.5623948616419165,0.6334661354581673,,0.0005
1.19236221909523,0.08590741191363456,0.7376365364611555,0.8593389180355838,0.03452099238926809,0.5498786200547502,0.6354581673306773,,0.0005
1.1994203521686346,0.08959272062900114,0.7398850882337207,0.8543242356658632,0.03322244035666248,0.5474011927939183,0.6264940239043825,,0.0005
1.1715811967444258,0.08039692363014356,0.727456178389439,0.859160291045786,0.03597500524931579,0.548790189533657,0.6314741035856574,,0.0005
1.1572130480591132,0.07937016273804363,0.7185619252474129,0.8575502728806839,0.035774189524609874,0.5478507225726923,0.6359561752988048,,0.0005
1.163594822494351,0.08451130685038535,0.7193890110570558,0.8466972610654516,0.034805099460590225,0.5412614378701186,0.6334661354581673,,0.0005
1.1558248666273494,0.08206846006768978,0.7158376033208809,0.8519927099761035,0.035336507519174866,0.5444374690793218,0.6354581673306773,,0.0005
1.1624256656283425,0.08498910508676097,0.7182910402818602,0.8544192096913263,0.034840973529719,0.546385493757765,0.6364541832669323,,0.0005
1.1364010329149208,0.07843696368069444,0.7053093779451993,0.8291376593951432,0.03275215881878139,0.5309236709708496,0.6419322709163346,,0.0005
1.1531321643566599,0.0804495486133054,0.7151217404879681,0.8439505624747465,0.03174680588679058,0.5414691663583711,0.6329681274900398,,0.0005
1.136514344588429,0.07815909209157511,0.7055701656000954,0.8487209938466549,0.0328841398236314,0.5438912359421098,0.6414342629482072,,0.0005
1.15379513161523,0.07602383597392817,0.7185141976390567,0.8411744946746954,0.031258805455350716,0.5399437939289898,0.6314741035856574,,0.0005
1.143479582201056,0.07845327839394714,0.7100175366717942,0.8492897413597102,0.036189450325518555,0.5420668530721395,0.6344621513944223,,0.0005
1.123893991822288,0.07479618422546089,0.6993985420384374,0.8346389089489267,0.031783691488265556,0.5352368093435727,0.6319721115537849,,0.0005
1.1233908104247787,0.07955731944969799,0.695888997137952,0.8215481733740677,0.035511188047051306,0.5240246656587317,0.6394422310756972,,0.0005
1.114506098891602,0.07915916771003913,0.6902312880673376,0.814169532065058,0.030867546956059755,0.522201323456737,0.6389442231075697,,0.0005
1.1140649827564655,0.076878481319643,0.6914576667101204,0.8328807536837837,0.03001441856874393,0.5352442278452809,0.6394422310756972,,0.0005
